aah,3,5.4,0,0,0,2
aback,5,5.96,4,2,1,2
abandoned,9,8.55,8,3,2,2
abate,5,5.63,4,2,1,2
abated,6,4.97,6,3,2,2
abide,5,7.58,4,2,1,2
abides,6,6.09,5,2,2,2
abiding,7,7.22,6,3,2,2
abduct,6,5.19,6,2,2,2
abed,4,4.96,4,2,1,2
abet,4,4.39,4,2,1,2
abhor,5,5.95,5,2,1,2
abject,6,6.22,6,2,1,2
ablaze,6,5.04,5,2,2,2
able,4,12.08,3,2,1,2
ably,4,5.55,4,2,2,2
abnormal,8,7.7,7,3,3,2
abolish,7,7.38,6,3,1,2
abolished,9,7.28,7,3,2,2
abort,5,7.93,5,2,1,2
abound,6,6.97,5,2,1,2
abounds,7,5.75,6,2,2,2
abrasive,8,6.36,7,3,2,2
abreast,7,6.2,6,2,1,2
abridged,8,6.68,6,2,2,2
abrupt,6,6.58,6,2,1,2
abruptly,8,7.11,8,3,2,2
absent,6,8.01,5,2,2,2
absolve,7,5.41,6,2,2,2
absorb,6,7.93,6,2,2,2
absorbed,8,7.99,7,2,3,2
absorbs,7,6.43,7,2,3,2
abstain,7,6.87,6,2,1,2
abundant,8,7.23,8,3,2,2
abuse,5,10.16,5,2,1,2
abused,6,8.71,6,2,2,2
abuses,6,8.11,7,3,2,2
abusive,7,8.17,7,3,2,2
abut,4,5.56,4,2,1,2
abysmal,7,6.43,6,3,2,2
accede,6,5,5,2,2,2
accented,8,7.07,8,3,2,2
accept,6,10.81,6,2,2,2
accepted,8,10.43,8,3,3,2
accepts,7,8.43,7,2,3,2
acclaimed,9,6.96,6,2,2,2
acoustic,8,8.59,7,3,2,2
accounted,9,7.31,7,3,2,2
accrue,6,6.42,4,2,1,2
accrued,7,5.44,5,2,2,2
ached,5,5.69,3,1,2,2
achieve,7,9.65,4,2,1,2
achieved,8,9.02,5,2,2,2
accurate,8,9.98,7,3,2,2
accuse,6,8.24,5,2,1,2
accuses,7,6.7,7,3,2,2
accusing,8,7.74,7,3,2,2
achieves,8,6.64,5,2,2,2
aching,6,7,4,2,2,2
acidic,6,6.7,6,3,2,2
acquire,7,8.78,5,2,2,2
acquired,8,8.76,6,2,3,2
acquires,8,6.13,6,2,3,2
acquiring,9,7.58,7,3,3,2
acquit,6,4.61,5,2,2,2
acrid,5,4.71,5,2,1,2
acted,5,8.5,5,2,2,2
activate,8,8.16,7,3,3,2
active,6,10.48,5,2,2,2
actively,8,8.87,7,3,3,2
actor's,7,5.89,5,2,0,2
actually,8,12.19,7,3,3,2
adamant,7,6.44,7,3,1,2
zooming,7,6.26,5,2,2,2
zooms,5,5.95,4,1,2,2
won,3,10.22,3,1,1,2
wondered,8,9.12,6,2,2,2
wonderful,9,10.37,7,3,2,2
wondrous,8,6.35,7,2,2,2
won't,5,11.63,4,1,2,2
