10,12.37,10,3,0,0
10,12.09,10,4,0,1
10,11.59,9,3,0,0
13,11.56,9,4,0,1
11,11.34,10,4,0,0
10,11.22,9,4,0,0
11,11.2,9,3,0,1
11,11.16,9,4,0,1
10,11.09,10,4,0,0
10,11.04,9,3,0,0
11,11.01,10,5,0,0
10,11,10,4,0,0
11,10.87,9,3,0,1
12,10.79,9,4,0,0
13,10.76,10,5,0,0
11,10.76,10,4,0,0
13,10.71,12,5,0,1
10,10.64,9,4,0,0
11,10.62,9,4,0,1
12,10.6,11,5,0,0
13,10.59,11,4,0,0
10,10.52,9,4,0,1
10,10.48,9,4,0,1
10,10.45,9,3,0,1
10,10.44,9,4,0,1
10,10.43,10,3,0,0
10,10.39,9,3,0,1
12,10.39,10,4,0,1
11,10.38,11,4,0,1
11,10.37,11,4,0,1
11,10.37,10,5,0,0
10,10.35,9,4,0,1
11,10.34,9,4,0,0
11,10.31,11,3,0,0
11,10.29,9,4,0,0
11,10.26,12,4,0,0
10,10.2,9,4,0,1
10,10.16,10,4,0,1
10,10.15,9,4,0,1
11,10.14,12,4,0,1
10,10.11,9,5,0,0
13,10.1,11,4,0,1
11,10.09,9,3,0,0
10,10.08,8,5,0,0
11,10.05,9,4,0,0
11,10.03,10,4,0,0
10,10.02,9,4,0,0
11,9.99,9,4,0,1
11,9.95,9,5,0,1
11,9.95,9,4,0,1
11,9.94,10,4,0,1
10,9.93,9,3,0,0
11,9.89,11,3,0,0
10,9.89,10,3,0,0
10,9.88,9,4,0,0
13,9.87,11,5,0,0
9,9.85,10,4,0,1
10,9.85,9,3,0,1
11,9.81,10,4,0,0
10,9.79,10,4,0,0
11,9.74,10,4,0,1
12,9.74,10,4,0,0
10,9.74,9,4,0,1
10,9.72,9,3,0,1
10,9.7,9,4,0,1
11,9.7,9,4,0,1
12,9.7,9,4,0,0
13,9.69,12,5,0,1
14,9.68,13,5,0,1
12,9.67,8,5,0,0
13,9.66,12,5,0,0
10,9.65,9,3,0,0
10,9.62,9,4,0,0
10,9.6,10,4,0,0
10,9.57,10,4,0,0
13,9.56,12,4,0,1
11,9.55,9,4,0,1
10,9.51,10,3,0,0
10,9.5,9,3,0,0
10,9.49,10,3,0,1
11,9.49,11,4,0,0
10,9.49,9,3,0,0
11,9.49,10,2,0,0
10,9.48,9,3,0,0
10,9.48,10,3,0,0
10,9.48,9,4,0,0
11,9.45,10,4,0,1
10,9.44,10,4,0,0
11,9.39,10,4,0,0
14,9.36,12,5,0,1
10,9.36,9,4,0,0
10,9.33,9,4,0,0
11,9.3,11,4,0,0
12,9.3,11,4,0,0
13,9.3,13,5,0,1
11,9.29,10,4,0,0
10,9.26,9,4,0,0
10,9.26,10,3,0,0
11,9.25,8,3,0,0
12,9.24,12,4,0,0
11,9.24,9,3,0,0
11,9.23,8,3,0,0
10,9.22,10,4,0,0
12,9.2,10,4,0,1
11,9.18,9,3,0,0
10,9.18,9,4,0,0
11,9.17,10,3,0,1
10,9.17,9,3,0,0
12,9.17,12,5,0,0
14,9.16,13,5,0,0
10,9.15,10,4,0,1
10,9.15,9,4,0,0
11,9.13,11,4,0,0
11,9.12,9,3,0,0
12,9.11,10,4,0,1
11,9.1,9,3,0,1
10,9.08,11,4,0,1
10,9.08,10,4,0,1
10,9.08,10,3,0,1
10,9.07,9,4,0,1
10,9.06,9,3,0,1
10,9.05,10,3,0,1
11,9.04,10,4,0,0
13,9.03,10,4,0,0
11,9.03,10,4,0,1
10,9.03,9,3,0,0
12,9.02,10,5,0,0
10,9.01,10,3,0,0
11,9.01,12,4,0,0
11,9,9,3,0,0
10,9,10,4,0,0
10,8.99,9,4,0,0
10,8.99,10,3,0,0
14,8.98,12,5,0,0
11,8.98,8,3,0,0
11,8.97,8,3,0,1
10,8.97,11,4,0,0
12,8.97,12,5,0,0
12,8.94,12,5,0,1
13,8.94,11,5,0,1
12,8.94,10,4,0,1
11,8.94,8,3,0,0
10,8.93,9,3,0,1
11,8.93,10,4,0,1
12,8.92,10,5,0,0
12,8.92,9,4,0,1
13,8.91,10,5,0,1
12,8.9,11,4,0,0
11,8.9,11,4,0,1
10,8.9,9,3,0,1
11,8.89,8,3,0,0
10,8.88,11,4,0,0
13,8.88,12,5,0,1
11,8.88,9,3,0,1
11,8.87,9,4,0,1
10,8.86,9,4,0,0
11,8.86,8,4,0,1
12,8.85,9,3,0,1
10,8.85,9,3,0,0
12,8.84,10,3,0,0
13,8.84,11,4,0,0
10,8.84,10,3,0,0
13,8.81,10,4,0,1
13,8.81,12,5,0,0
11,8.81,8,3,0,0
12,8.8,8,5,0,1
10,8.8,9,4,0,0
11,8.8,9,4,0,1
12,8.79,11,5,0,0
11,8.79,11,4,0,1
10,8.79,9,3,0,0
11,8.78,10,4,0,1
12,8.77,11,4,0,0
10,8.77,9,3,0,1
11,8.75,8,4,0,0
11,8.75,10,4,0,0
13,8.74,11,5,0,0
11,8.74,10,5,0,1
11,8.73,9,3,0,0
11,8.73,8,3,0,0
10,8.73,9,4,0,0
12,8.73,10,4,0,1
11,8.72,11,4,0,0
10,8.71,9,4,0,1
11,8.71,10,4,0,0
11,8.7,9,4,0,1
10,8.7,9,3,0,0
12,8.69,11,4,0,1
10,8.68,9,3,0,1
10,8.68,10,5,0,1
12,8.68,11,4,0,1
12,8.68,9,4,0,1
12,8.67,12,4,0,1
10,8.67,9,3,0,1
11,8.67,10,4,0,0
11,8.67,11,4,0,1
12,8.65,10,4,0,0
12,8.65,9,3,0,1
11,8.65,10,3,0,0
10,8.65,9,3,0,0
12,8.63,10,4,0,0
11,8.63,8,3,0,0
11,8.63,11,3,0,1
11,8.62,10,4,0,0
11,8.62,9,3,0,1
10,8.62,9,3,0,1
13,8.62,11,5,0,1
11,8.61,9,3,0,0
12,8.61,11,5,0,1
9,8.61,10,3,0,1
10,8.6,9,3,0,1
11,8.6,11,5,0,1
10,8.6,9,3,0,0
10,8.59,9,4,0,0
11,8.59,9,4,0,1
14,8.59,12,5,0,1
12,8.59,10,5,0,0
12,8.58,9,4,0,0
12,8.58,11,5,0,1
11,8.57,9,4,0,0
12,8.57,10,4,0,0
11,8.56,10,3,0,0
13,8.55,11,5,0,1
11,8.55,11,4,0,0
12,8.55,11,4,0,0
10,8.55,9,4,0,1
11,8.54,9,4,0,1
10,8.54,9,3,0,1
10,8.54,9,3,0,0
12,8.54,10,5,0,0
10,8.54,9,3,0,1
12,8.53,11,5,0,1
11,8.53,9,4,0,1
13,8.53,8,4,0,1
10,8.53,9,4,0,0
11,8.52,10,4,0,1
11,8.52,10,4,0,1
11,8.52,9,5,0,1
10,8.52,9,3,0,1
11,8.51,10,3,0,1
12,8.51,12,4,0,0
10,8.51,10,4,0,1
12,8.51,10,4,0,0
13,8.51,10,5,0,1
13,8.51,11,6,0,0
11,8.51,11,5,0,1
10,8.5,9,3,0,1
10,8.5,9,4,0,1
12,8.5,9,4,0,1
11,8.49,8,4,0,0
10,8.49,9,4,0,1
10,8.49,9,5,0,0
10,8.48,9,3,0,1
13,8.48,10,4,0,1
11,8.48,10,4,0,1
11,8.48,8,3,0,1
10,8.48,9,3,0,1
10,8.47,9,3,0,0
10,8.47,9,4,0,1
10,8.47,10,3,0,0
9,8.47,9,5,0,0
10,8.47,9,3,0,0
11,8.46,10,3,0,0
12,8.46,12,5,0,0
11,8.46,10,3,0,1
13,8.46,11,4,0,0
9,8.45,10,5,0,1
13,8.45,13,5,0,0
10,8.42,9,5,0,1
12,8.41,10,4,0,0
10,8.41,9,3,0,0
12,8.41,13,5,0,1
11,8.41,9,4,0,1
12,8.4,10,5,0,0
11,8.4,9,4,0,1
12,8.4,11,3,0,1
12,8.4,12,4,0,0
10,8.4,9,3,0,0
11,8.4,10,3,0,0
10,8.39,8,5,0,0
10,8.39,11,4,0,1
10,8.39,10,4,0,1
11,8.38,9,4,0,0
10,8.38,10,4,0,1
11,8.37,10,5,0,1
10,8.37,10,3,0,1
10,8.36,10,4,0,1
11,8.36,9,4,0,0
11,8.36,10,4,0,1
10,8.36,9,4,0,0
13,8.36,10,4,0,0
10,8.36,11,4,0,1
14,8.35,12,5,0,1
13,8.35,12,5,0,1
11,8.35,10,4,0,1
12,8.35,10,3,0,0
10,8.34,9,4,0,1
10,8.34,9,4,0,0
12,8.33,10,4,0,1
12,8.33,12,4,0,0
12,8.33,10,4,0,0
13,8.32,10,5,0,1
10,8.31,9,3,0,1
12,8.31,9,5,0,0
10,8.3,9,4,0,0
11,8.3,11,4,0,0
13,8.3,12,5,0,0
10,8.3,9,4,0,0
10,8.29,9,3,0,0
12,8.29,10,4,0,1
13,8.29,12,5,0,0
12,8.28,8,3,0,1
12,8.28,12,4,0,1
11,8.28,8,3,0,1
12,8.28,9,4,0,0
11,8.28,9,4,0,1
10,8.28,9,3,0,1
13,8.27,12,5,0,0
10,8.27,9,3,0,0
11,8.27,10,3,0,1
10,8.27,10,4,0,1
11,8.26,11,5,0,0
11,8.26,10,4,0,1
12,8.26,12,4,0,1
10,8.26,10,5,0,0
11,8.25,8,5,0,1
10,8.25,10,4,0,0
12,8.25,10,4,0,1
10,8.24,10,4,0,0
11,8.23,9,4,0,0
12,8.23,11,3,0,1
10,8.23,10,3,0,1
11,8.23,9,3,0,1
10,8.23,10,3,0,0
11,8.23,9,5,0,0
12,8.22,10,6,0,0
11,8.22,10,4,0,1
10,8.22,9,4,0,1
11,8.21,10,4,0,1
13,8.21,10,5,0,0
12,8.21,12,5,0,0
11,8.21,8,3,0,1
11,8.19,11,4,0,0
12,8.19,11,5,0,1
14,8.19,12,6,0,0
16,8.19,14,6,0,1
11,8.18,10,3,0,0
11,8.18,10,4,0,0
10,8.18,11,5,0,1
11,8.17,8,5,0,1
11,8.17,8,4,0,1
11,8.17,9,3,0,1
11,8.16,10,5,0,1
10,8.16,10,5,0,1
12,8.16,10,5,0,1
12,8.16,10,4,0,0
11,8.15,10,3,0,1
10,8.15,9,4,0,0
13,8.15,10,5,0,0
12,8.15,11,5,0,0
11,8.15,9,4,0,1
11,8.14,8,4,0,0
12,8.14,11,4,0,0
11,8.14,8,3,0,0
11,8.14,9,3,0,1
9,8.14,10,4,0,0
13,8.13,10,5,0,1
12,8.13,12,5,0,1
10,8.13,9,3,0,0
11,8.12,11,5,0,1
12,8.12,10,4,0,0
11,8.12,9,4,0,0
11,8.12,9,4,0,1
12,8.11,11,4,0,0
11,8.11,9,4,0,0
10,8.11,9,4,0,1
10,8.11,10,4,0,1
10,8.1,9,4,0,1
10,8.1,9,4,0,0
10,8.1,9,4,0,0
12,8.08,7,4,0,1
10,8.08,10,3,0,0
10,8.07,9,3,0,1
15,8.07,10,5,0,1
11,8.07,10,3,0,0
15,8.07,11,3,0,0
10,8.07,9,4,0,0
10,8.06,10,4,0,1
10,8.06,9,3,0,0
9,8.06,10,4,0,0
10,8.06,9,3,0,1
12,8.06,10,5,0,1
12,8.05,10,4,0,0
10,8.04,9,4,0,1
13,8.04,11,4,0,0
12,8.04,12,4,0,1
12,8.04,10,5,0,0
13,8.04,11,4,0,1
13,8.04,10,4,0,0
11,8.03,9,4,0,1
11,8.03,9,4,0,0
11,8.03,10,3,0,0
12,8.02,10,4,0,0
13,8.02,12,5,0,1
13,8.02,11,5,0,0
10,8.02,9,4,0,0
14,8.02,12,5,0,1
10,8.01,9,3,0,1
10,8.01,9,4,0,1
12,8,10,5,0,0
14,8,10,4,0,0
11,8,8,3,0,1
10,8,9,3,0,0
12,7.99,11,4,0,0
10,7.98,9,4,0,0
10,7.96,9,4,0,0
10,7.96,9,4,0,1
12,7.96,12,5,0,1
12,7.96,9,4,0,0
9,7.95,9,5,0,0
10,7.95,10,4,0,1
10,7.95,9,4,0,1
10,7.95,9,3,0,0
11,7.94,10,3,0,0
15,7.94,15,6,0,1
10,7.94,9,4,0,1
10,7.94,10,4,0,0
10,7.94,9,3,0,0
12,7.93,10,5,0,1
16,7.93,14,5,0,0
11,7.93,10,4,0,0
10,7.93,9,4,0,0
12,7.92,9,4,0,0
11,7.92,9,3,0,1
11,7.92,9,3,0,1
10,7.92,10,4,0,0
11,7.92,10,5,0,1
10,7.92,9,4,0,0
13,7.91,11,5,0,0
10,7.91,10,4,0,1
11,7.91,10,2,0,1
10,7.9,9,4,0,0
11,7.9,11,4,0,0
10,7.9,9,3,0,0
10,7.9,10,3,0,0
11,7.9,9,4,0,0
11,7.9,9,3,0,0
11,7.9,8,3,0,1
11,7.89,8,3,0,1
10,7.89,9,3,0,1
10,7.89,9,4,0,1
11,7.88,9,5,0,1
13,7.87,11,5,0,0
12,7.87,11,5,0,0
11,7.87,10,4,0,1
10,7.86,9,3,0,0
13,7.86,11,3,0,1
10,7.86,10,5,0,1
12,7.86,9,4,0,0
11,7.85,9,4,0,0
10,7.84,9,3,0,0
11,7.84,10,5,0,0
13,7.84,11,5,0,1
10,7.84,10,3,0,1
12,7.84,12,5,0,1
12,7.84,9,3,0,1
12,7.83,11,5,0,1
13,7.83,10,4,0,0
12,7.83,10,3,0,0
11,7.83,10,4,0,1
12,7.82,12,4,0,0
12,7.82,13,5,0,0
10,7.82,9,4,0,0
11,7.82,11,4,0,0
14,7.82,11,5,0,0
11,7.82,10,4,0,0
11,7.81,8,4,0,0
10,7.81,10,3,0,0
11,7.81,10,3,0,1
10,7.81,10,3,0,1
13,7.81,12,4,0,0
10,7.81,10,4,0,0
11,7.81,10,4,0,1
11,7.8,10,5,0,1
10,7.8,10,5,0,1
12,7.8,10,3,0,0
11,7.79,8,4,0,1
10,7.79,10,3,0,0
13,7.79,11,5,0,0
11,7.79,10,4,0,1
13,7.78,13,5,0,0
14,7.78,10,5,0,1
11,7.78,10,3,0,1
11,7.78,11,5,0,0
10,7.77,9,4,0,0
12,7.77,11,4,0,1
10,7.76,9,4,0,0
11,7.76,8,4,0,1
10,7.76,10,5,0,1
10,7.76,9,3,0,0
11,7.76,9,4,0,1
13,7.76,13,5,0,0
10,7.76,9,3,0,0
10,7.75,9,4,0,1
10,7.75,9,5,0,0
14,7.75,13,5,0,0
11,7.75,8,4,0,0
11,7.74,9,3,0,0
10,7.74,9,5,0,0
12,7.74,10,4,0,0
10,7.74,10,3,0,0
11,7.74,9,3,0,0
12,7.73,9,4,0,0
13,7.73,12,5,0,0
11,7.73,8,4,0,1
10,7.73,10,3,0,0
11,7.73,8,4,0,1
11,7.72,10,4,0,1
10,7.72,9,3,0,0
11,7.72,10,4,0,0
11,7.72,10,5,0,1
11,7.72,10,3,0,1
13,7.71,11,4,0,1
11,7.71,11,4,0,1
10,7.71,10,3,0,0
10,7.7,10,4,0,1
9,7.7,10,4,0,1
11,7.7,10,4,0,1
12,7.69,11,4,0,1
11,7.68,10,3,0,0
10,7.68,10,4,0,0
11,7.67,12,5,0,1
12,7.67,11,4,0,0
10,7.67,10,3,0,1
10,7.67,10,3,0,1
10,7.67,9,3,0,1
11,7.67,10,3,0,1
11,7.66,10,4,0,1
11,7.66,9,4,0,1
11,7.66,11,4,0,1
10,7.65,9,4,0,0
10,7.65,9,3,0,1
10,7.65,9,4,0,1
13,7.65,11,4,0,1
11,7.65,9,4,0,0
12,7.65,10,4,0,0
13,7.65,13,5,0,0
11,7.64,10,3,0,0
11,7.64,9,4,0,1
11,7.64,9,4,0,0
13,7.63,10,4,0,0
11,7.63,9,4,0,1
11,7.63,10,4,0,0
10,7.63,9,3,0,1
10,7.62,9,4,0,1
13,7.61,10,5,0,0
13,7.61,13,5,0,0
11,7.61,10,5,0,0
10,7.61,9,4,0,0
11,7.61,9,3,0,0
10,7.61,9,4,0,0
10,7.61,9,4,0,0
10,7.6,9,3,0,1
12,7.6,11,4,0,1
12,7.6,9,4,0,1
10,7.6,9,4,0,0
11,7.6,10,4,0,1
12,7.6,11,4,0,0
13,7.6,11,4,0,0
11,7.59,10,4,0,1
13,7.58,10,5,0,0
10,7.58,9,3,0,1
12,7.58,8,3,0,1
14,7.58,11,4,0,0
11,7.58,11,4,0,1
10,7.58,10,5,0,0
12,7.57,10,4,0,0
12,7.57,10,4,0,1
11,7.56,10,4,0,0
11,7.56,9,4,0,0
13,7.55,10,5,0,0
12,7.55,9,4,0,0
11,7.55,11,4,0,0
11,7.55,9,4,0,1
14,7.54,12,5,0,1
9,7.54,10,4,0,1
10,7.54,9,3,0,1
11,7.53,10,3,0,0
11,7.53,9,4,0,1
11,7.52,11,4,0,1
10,7.52,10,5,0,0
12,7.52,11,5,0,1
12,7.52,10,4,0,0
13,7.52,12,5,0,1
11,7.52,8,3,0,1
11,7.52,9,3,0,1
